partReference,partRefer,rcCode,digitPart,supplierCode,companyName,tgpSuppliersCode,partLabel,moduleQuantity,moduleType,moduleVolume,moduleWeight,partWeight,moduleLength,moduleWidth,moduleHeight,partSpecificPackagingCode
874018678RE,874018678R,99,874018678R99,280522SP,ADIENT                                  ,AS1,"SET-SEAT RCLNG CONT,",3,16,0,0.06,0.02,300,200,125,CAR-G*16--
874515088RE,874515088R,60,874515088R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,CONT-1ST ROW LH SEAT,15,40,0.005,14.35,0.95,300,200,90,CAR-G*40--
874551976RE,874551976R,62,874551976R62,270697,NISSAN MOTORS INDIA P LTD               ,SR1,COLLECTION CARTER EX,10,40,0.005,2.3,0.22,300,200,90,CAR-G*40--
875007191RE,875007191R,60,875007191R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,COLLECTION GLISSIERE,34,14,0,79.662,2.343,400,300,150,CAR-G*14--
875020893RE,875020893R,99,875020893R99,280522SP,ADIENT                                  ,AS1,ASSY SLIDER WITH TOW,1,11,0.048,2.93,2.5,600,400,200,CAR-G*11--
875021830RE,875021830R,60,875021830R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,SLIDE-FIRST ROW LH S,11,40,0.005,25.95,2.35,300,200,90,CAR-G*40--
875816913RE,875816913R,66,875816913R66,288530SP,NHK.F.KRISHNA AUTOMOTIVE SEATING        ,SR1,LEVER               ,1,14,0,0.234,0.234,400,300,150,CAR-G*14--
876010661RE,876010661R,99,876010661R99,280522SP,ADIENT                                  ,AS1,FRAME-FR RH BACK    ,1,9,0.072,5.79,5.23,600,400,300,CAR-G*09--
876019034RE,876019034R,60,876019034R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1, FRAME-FR RH BACK RE,2,40,0.005,5.124,2.512,300,200,90,CAR-G*40--
876102455RE,876102455R,60,876102455R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,BRACKET-SEAT LIFT   ,20,40,0.005,0.5,0.02,300,200,90,CAR-G*40--
876102455RE,876102455R,99,876102455R99,280522SP,ADIENT                                  ,AS1,BRACKET-SEAT LIFT   ,20,40,0.005,0.5,0.02,300,200,90,CAR-G*40--
876202329RE,876202329R,60,876202329R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,"TRIM ASSY-BACK,FR   ",2,8,0,0.64,0.32,1000,400,300,CAR-G*08--
876203657RE,876203657R,60,876203657R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,COVER-FR RH SEA     ,4,40,0.005,0.376,0.069,300,200,90,CAR-G*40--
876206091RE,876206091R,60,876206091R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,TRIM-1ST ROW RH S   ,2,40,0.005,5.124,2.512,300,200,90,CAR-G*40--
876207104RE,876207104R,60,876207104R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,TRIM-1ST ROW RH S   ,2,40,0.005,5.124,2.512,300,200,90,CAR-G*40--
876342669RE,876342669R,60,876342669R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,TABLETTE            ,3,40,0.005,1.345,0.415,300,200,90,CAR-G*40--
876342669RE,876342669R,99,876342669R99,280522SP,ADIENT                                  ,AS1,TABLETTE            ,3,40,0.005,1.345,0.415,300,200,90,CAR-G*40--
876419687RE,876419687R,99,876419687R99,280522SP,ADIENT                                  ,AS1,UNIT ASSY-SEAT LU   ,10,9,0.072,0.86,0.03,600,400,300,CAR-G*09--
876514709RE,876514709R,60,876514709R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,FRAME-FR LH BACK RES,28,40,0.005,70.996,2.532,300,200,90,CAR-G*40--
876702896RE,876702896R,60,876702896R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,TRIM-1ST ROW LH S   ,2,40,0.005,0.19,0.045,300,200,90,CAR-G*40--
876705472RE,876705472R,60,876705472R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,COVER-FR LH SEA     ,2,40,0.005,0.238,0.069,300,200,90,CAR-G*40--
876706585RE,876706585R,99,876706585R99,280522SP,ADIENT                                  ,AS1,TRIM-1ST ROW LH SEAT,1,8,0.12,7.25,6.4,1000,400,300,CAR-G*08--
876706837RE,876706837R,60,876706837R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,"TRIM ASSY-BACK,FR   ",10,8,0,3.07,0.307,1000,400,300,CAR-G*08--
876706963RE,876706963R,60,876706963R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,COVER-FR LH SEA     ,1,40,0.005,0.397,0.297,300,200,90,CAR-G*40--
877000738RE,877000738R,60,877000738R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,ARMREST-FR RH SEA   ,3,16,0.008,0.665,0.175,300,200,125,CAR-G*16--
878161156RE,878161156R,60,878161156R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,BUCKLE-1ST ROW RH   ,50,40,0.005,15.5,0.308,300,200,90,CAR-G*40--
878161836RE,878161836R,60,878161836R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,BOUCLE CEINTURE SCR ,13,14,0.018,2.69,0.19,400,300,150,CAR-G*14--
878161836RE,878161836R,99,878161836R99,277109SP,RANE TRW SEAT BELT                      ,SR1,BOUCLE CEINTURE SCR ,13,14,0.018,2.69,0.19,400,300,150,CAR-G*14--
878162008RE,878162008R,60,878162008R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,BOOSTER ASSY-BRAK   ,7,40,0.005,13.701,1.943,300,200,90,CAR-G*40--
878162815R7,878162815R,68,878162815R68,277109,RANE TRW STEERING SYSTEMS LTD           ,0,TWIN BUCKLE ASSY    ,600,WF,1.457,349,0.335,1480,1145,860,CKD---HCTX
878163973RE,878163973R,66,878163973R66,288146SP,SS MANUFACTURING PVT LTD                ,AS2,BOUCLE CEINTURE SCR ,5,40,0,3.25,0.65,300,200,90,CAR-G*40--
878164191RE,878164191R,99,878164191R99,288983SP,AUTOLIV LTD                             ,0,BOUCLE CEINTURE SCR ,1,16,0.008,0.33,0.19,300,200,125,CAR-G*16--
878165989RE,878165989R,66,878165989R66,270697,NISSAN MOTORS INDIA P LTD               ,SR1,BUCKLE-1ST ROW CT   ,122,40,0.005,11.69,0.095,300,200,90,CAR-G*40--
878165989RE,878165989R,99,878165989R99,277109SP,RANE TRW SEAT BELT                      ,SR1,BUCKLE-1ST ROW CT   ,122,40,0.005,11.69,0.095,300,200,90,CAR-G*40--
878168786RE,878168786R,60,878168786R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,BOUCLE CEINTURE SCR ,31,40,0.005,4.285,0.135,300,200,90,CAR-G*40--
878175646RE,878175646R,60,878175646R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,BUCKLE-1ST ROW LH   ,50,40,0.005,15.05,0.299,300,200,90,CAR-G*40--
878175702RD,878175702R,60,878175702R60,288146,SS MANUFACTURING PVT LTD                ,0,BUCKLE-1ST ROW LH   ,3168,KD,3.373,986,0.25,2270,1170,1270,CKD---1HC5
878175702RE,878175702R,60,878175702R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,BUCKLE 1ST ROW LHRH ,10,16,0,6.5,0.65,300,200,125,CAR-G*16--
878175702RE,878175702R,66,878175702R66,288146,SS MANUFACTURING PVT LTD                ,0,BUCKLE 1ST ROW LHRH ,10,16,0,6.5,0.65,300,200,125,CAR-G*16--
878178645RE,878178645R,60,878178645R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,RACCORD DEPRESSION A,1,40,0.005,0.111,0.011,300,200,90,CAR-G*40--
878244673RE,878244673R,60,878244673R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,REGLAGE HAUTEUR CEIN,1,40,0.005,0.47,0.37,300,200,90,CAR-G*40--
878247042RD,878247042R,60,878247042R60,288146,SS MANUFACTURING PVT LTD                ,0,HEIGHT ADJUSTER COMM,2310,KD,3.373,977.09,0.339,2270,1170,1270,CKD---1HC5
878247042RE,878247042R,60,878247042R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1," ADJ-HEIGHT, 1ST ROW",5,16,0.008,0.64,0.1,300,200,125,CAR-G*16--
878247042RE,878247042R,66,878247042R66,288146,SS MANUFACTURING PVT LTD                ,0," ADJ-HEIGHT, 1ST ROW",5,16,0.008,0.64,0.1,300,200,125,CAR-G*16--
878247892RD,878247892R,60,878247892R60,288146,SS MANUFACTURING PVT LTD                ,0,ANCHOR COVER COMM LH,6250,V6,1.184,130.75,0.007,1190,1150,865,CKD---6IND
878247892RE,878247892R,60,878247892R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,SW-CONT             ,10,40,0.005,0.5,0.04,300,200,90,CAR-G*40--
878402916RE,878402916R,60,878402916R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,FRONT SEAT BELT AS  ,6,9,0.072,6.26,0.95,600,400,300,CAR-G*09--
883055741RE,883055741R,60,883055741R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,PAD-BENCH SEAT      ,1,3,0,2.585,2.585,1200,500,500,CAR-G*03--
883200396RE,883200396R,60,883200396R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,PUT ON CUSHION      ,1,40,0.005,0.397,0.297,300,200,90,CAR-G*40--
883200888RE,883200888R,60,883200888R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,TRIM-2ND ROW SEAT   ,2,40,0.005,0.122,0.011,300,200,90,CAR-G*40--
883200956RE,883200956R,60,883200956R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,"TRIM ASSY-CUSH,     ",2,40,0.005,0.238,0.069,300,200,90,CAR-G*40--
883203170RE,883203170R,60,883203170R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,PUT ON CUSHION BA   ,10,40,0.005,33.39,3.329,300,200,90,CAR-G*40--
883207159RE,883207159R,60,883207159R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,TRIM-2ND ROW SEAT   ,2,40,0.005,0.122,0.011,300,200,90,CAR-G*40--
883207787RE,883207787R,66,883207787R66,288530SP,NHK.F.KRISHNA AUTOMOTIVE SEATING        ,SR1,GARNITURE D COUSSIN ,1,14,0.018,0.42,0.2,400,300,150,CAR-G*14--
883209190RE,883209190R,99,883209190R99,280522SP,ADIENT                                  ,AS1,TRIM-2ND ROW SEAT CU,1,3,0.3,7.65,6.1,1200,500,500,CAR-G*03--
883464813RE,883464813R,60,883464813R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,TRANSMISSION AV G   ,4,40,0.005,1.58,0.37,300,200,90,CAR-G*40--
883466469RE,883466469R,60,883466469R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,CONT-2ND ROW SEAT BA,4,40,0.005,0.14,0.01,300,200,90,CAR-G*40--
883539989RE,883539989R,60,883539989R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,BRKT-2ND ROW SEAT SU,13,40,0.005,1.491,0.107,300,200,90,CAR-G*40--
886023538RD,886023538R,65,886023538R65,269240,ITW INDIA PVT. LTD.                     ,0,GUIDE ASSY RR H/REST,240,YX,0.052,3.11,0.009,545,355,270,CAR-S-3989
886026503RE,886026503R,99,886026503R99,280522SP,ADIENT                                  ,AS1,BUSH KIT-HEADRERS   ,24,3,0.3,2.126,0.024,1200,500,500,CAR-G*03--
886032236RD,886032236R,65,886032236R65,269240,ITW INDIA PVT. LTD.                     ,0,"GUIDE RR  H/REST, UN",240,YX,0.052,7.31,0.0265,545,355,270,CAR-S-3989
886051617RE,886051617R,60,886051617R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,PAD-RR BENCH BACK   ,1,3,0,0.92,0.92,1200,500,500,CAR-G*03--
886075349RD,886075349R,64,886075349R64,424797,JBM AUTO LIMITED                        ,0,SUPPORT D ARTC DOSSI,80,YG,0.014,9.807,0.116,355,270,150,CAR-S-3960
886085784RD,886085784R,64,886085784R64,424797,JBM AUTO LIMITED                        ,0,SUPPORT G ARTC      ,80,YG,0.014,9.647,0.114,355,270,150,CAR-S-3960
886205978RE,886205978R,60,886205978R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,COVER-RR SEAT B     ,1,40,0.005,0.169,0.069,300,200,90,CAR-G*40--
886206338RE,886206338R,60,886206338R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,COVER-RR SEAT BAC   ,1,40,0.005,0.47,0.37,300,200,90,CAR-G*40--
886206421RE,886206421R,60,886206421R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,COVER-RR SEAT B     ,1,40,0.005,0.397,0.297,300,200,90,CAR-G*40--
886206544RE,886206544R,60,886206544R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,COVER-RR SEAT BAC   ,2,40,0.005,0.84,0.37,300,200,90,CAR-G*40--
886208020RE,886208020R,60,886208020R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,COVER-RR SEAT BAC   ,1,40,0.005,0.408,0.308,300,200,90,CAR-G*40--
886209651RE,886209651R,60,886209651R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,COVER-RR SEAT BAC   ,3,40,0,0.99,0.33,300,200,90,CAR-G*40--
886209823RE,886209823R,60,886209823R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,COVER ASSY-RR BAC   ,1,12,0.036,0.86,0.5,400,300,300,CAR-G*12--
886416249RE,886416249R,60,886416249R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,"LOCK-RR SEAT,RH     ",9,11,0.048,7.18,0.75,600,400,200,CAR-G*11--
886512748RE,886512748R,60,886512748R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,FRAME-RR BACK REST  ,2,4,0.18,10.812,4.856,1200,500,300,CAR-G*04--
886512748RE,886512748R,66,886512748R66,288530SP,NHK.F.KRISHNA AUTOMOTIVE SEATING        ,SR1,FRAME-RR BACK REST  ,2,4,0.18,10.812,4.856,1200,500,300,CAR-G*04--
886514569RE,886514569R,60,886514569R60,270697SP,NISSAN MOTOR INDIA PVT LTD              ,AS2,FRAME-RR BACK RES   ,1,10,0.06,0.504,0.004,600,400,250,CAR-G*10--
886517494RE,886517494R,60,886517494R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1, FRAME-FR RH BACK RE,3,8,0.12,15.694,4.948,1000,400,300,CAR-G*08--
886517494RE,886517494R,61,886517494R61,288530SP,NHK.F.KRISHNA AUTOMOTIVE SEATING        ,SR1, FRAME-FR RH BACK RE,3,8,0.12,15.694,4.948,1000,400,300,CAR-G*08--
886915459RE,886915459R,60,886915459R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,"LOCK-RR SEAT,LH     ",1,40,0.005,0.353,0.253,300,200,90,CAR-G*40--
886C41559RE,886C41559R,99,886C41559R99,280522SP,ADIENT                                  ,AS1,HINGEPIN-2ND ROW SEA,1,40,0.005,0.22,0.12,300,200,90,CAR-G*40--
887001541RE,887001541R,60,887001541R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,KIT-SEAT ARMREST    ,4,40,0.005,1.212,0.278,300,200,90,CAR-G*40--
887005177RE,887005177R,60,887005177R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,REAR SEAT ARMREST   ,4,11,0.048,3.43,0.75,600,400,200,CAR-G*11--
887006324RE,887006324R,60,887006324R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,REAR SEAT ARMREST   ,2,11,0.048,1.93,0.75,600,400,200,CAR-G*11--
887009566RE,887009566R,60,887009566R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,ARMREST-CTR RR      ,1,14,0.018,1.57,1.35,400,300,150,CAR-G*14--
887040127RE,887040127R,60,887040127R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,ENJOLIVEUR BOUCLIER ,7,40,0.005,1.64,0.22,300,200,90,CAR-G*40--
887428444RE,887428444R,60,887428444R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,KIT-2ND ROW SEAT BEL,50,40,0.005,0.4,0.006,300,200,90,CAR-G*40--
887428444RE,887428444R,99,887428444R99,280522SP,ADIENT                                  ,AS1,KIT-2ND ROW SEAT BEL,50,40,0.005,0.4,0.006,300,200,90,CAR-G*40--
888225444RD,888225444R,63,888225444R63,288146,SS MANUFACTURING PVT LTD                ,0,BUCKLE-2NDROW RH    ,2816,KD,3.373,1240.808,0.338,2270,1170,1270,CKD---1HC5
888230387RD,888230387R,63,888230387R63,288146,SS MANUFACTURING PVT LTD                ,0,BUCKLE-2NDROW LH SE ,2200,KD,3.373,876,0.31,2270,1170,1270,CKD---1HC5
888400233RD,888400233R,63,888400233R63,288146,SS MANUFACTURING PVT LTD                ,0,BELT-2ND ROW RH     ,880,KD,3.373,1088.04,0.908,2270,1170,1270,CKD---1HC5
888400895RE,888400895R,60,888400895R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,BELT 1ST ROW RH     ,2,40,0.005,1.958,0.929,300,200,90,CAR-G*40--
888401626RE,888401626R,60,888401626R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,BELT 2ND ROW RH     ,4,12,0.036,3.536,0.794,400,300,300,CAR-G*12--
888401626RE,888401626R,66,888401626R66,277109SP,RANE TRW SEAT BELT                      ,SR1,BELT 2ND ROW RH     ,4,12,0.036,3.536,0.794,400,300,300,CAR-G*12--
888407080R7,888407080R,63,888407080R63,277109,RANE TRW STEERING SYSTEMS LTD           ,0,SEATBELT ASSY U79 RH,480,WF,1.457,570.496,0.8802,1480,1145,860,CKD---HCTX
888407080RE,888407080R,66,888407080R66,270697,NISSAN MOTORS INDIA P LTD               ,SR1,CEINTURE SCR D 2EME ,18,12,0.036,15.48,0.84,400,300,300,CAR-G*12--
888407080RE,888407080R,66,888407080R66,277109SP,RANE TRW SEAT BELT                      ,SR1,CEINTURE SCR D 2EME ,18,12,0.036,15.48,0.84,400,300,300,CAR-G*12--
888416279RE,888416279R,60,888416279R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,"BELT-2ND ROW RH,LH&C",3,40,0.005,2.95,0.95,300,200,90,CAR-G*40--
888416279RE,888416279R,66,888416279R66,277109SP,RANE TRW SEAT BELT                      ,SR1,"BELT-2ND ROW RH,LH&C",3,40,0.005,2.95,0.95,300,200,90,CAR-G*40--
888418994RD,888418994R,63,888418994R63,288146,SS MANUFACTURING PVT LTD                ,0,BELT-2ND ROW LH     ,880,KD,3.373,1088.04,0.908,2270,1170,1270,CKD---1HC5
888424925RE,888424925R,60,888424925R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,PEDONCULE CEINTURE S,3,40,0.005,1.21,0.37,300,200,90,CAR-G*40--
888502743RE,888502743R,60,888502743R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,BUCKLE 2ND ROW CTR B,10,40,0.005,3.8,0.37,300,200,90,CAR-G*40--
888502743RE,888502743R,66,888502743R66,288146,SS MANUFACTURING PVT LTD                ,0,BUCKLE 2ND ROW CTR B,10,40,0.005,3.8,0.37,300,200,90,CAR-G*40--
888503632R7,888503632R,63,888503632R63,277109,RANE TRW STEERING SYSTEMS LTD           ,0,SEATBELT ASSY U79 CE,360,WF,1.457,520.924,1.0359,1480,1145,860,CKD---HCTX
888503632RE,888503632R,60,888503632R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,CARPET 1-PASS COMPON,5,40,0.005,0.6,0.1,300,200,90,CAR-G*40--
888507060RD,888507060R,63,888507060R63,288146,SS MANUFACTURING PVT LTD                ,0,BELT-2ND ROW CTR    ,880,KD,3.373,792.4,0.68,2270,1170,1270,CKD---1HC5
888508204RE,888508204R,60,888508204R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,BELT-SEAT BUCKLE    ,3,40,0.005,1.21,0.37,300,200,90,CAR-G*40--
888509943RE,888509943R,60,888509943R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,BELT-2ND ROW CTR    ,1,40,0.005,0.378,0.278,300,200,90,CAR-G*40--
888521711RE,888521711R,60,888521711R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,BUCKLE 2ND ROW DOUBL,5,40,0.005,0.275,0.035,300,200,90,CAR-G*40--
888521711RE,888521711R,66,888521711R66,288146,SS MANUFACTURING PVT LTD                ,0,BUCKLE 2ND ROW DOUBL,5,40,0.005,0.275,0.035,300,200,90,CAR-G*40--
888524617RE,888524617R,60,888524617R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,BUCKLE-2ND ROW CT   ,1,15,0,0.321,0.321,300,200,200,CAR-G*15--
888528907RE,888528907R,60,888528907R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,BUCKLE-2ND ROW      ,2,40,0.005,0.156,0.028,300,200,90,CAR-G*40--
901009090RE,901009090R,60,901009090R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,LID ASSY-TRUNK      ,12,40,0.005,9.7,0.8,300,200,90,CAR-G*40--
901342812RD,901342812R,60,901342812R60,293940,GRUPO COSMOS INDIA PRIVATE LTD          ,0,BACK DOOR HINGE RH  ,130,P7,0.021,9.913,0.072,355,270,218,CAR-S-3962
901356548RD,901356548R,60,901356548R60,293940,GRUPO COSMOS INDIA PRIVATE LTD          ,0,BACK DOOR HINGE LH  ,130,P7,0.021,9.913,0.072,355,270,218,CAR-S-3962
901425210RD,901425210R,60,901425210R60,293940,GRUPO COSMOS INDIA PRIVATE LTD          ,0,BACK DOOR STAY RH   ,140,YH,0.017,14.833,0.102,355,270,175,CAR-S-3961
901436339RD,901436339R,60,901436339R60,293940,GRUPO COSMOS INDIA PRIVATE LTD          ,0,BACK DOOR STAY LH   ,140,YH,0.017,14.833,0.102,355,270,175,CAR-S-3961
904001HB0AH,904001HB0A,HC,904001HB0AHC,008AB4  ,TECHNICO INDUSTRIES LTD.                ,NIS,HINGE ASSY-BACK DOOR,4416,IF,1.498,709.9,0.15,1410,850,1250,NIS---DZAF
904019323RI,904019323R,67,904019323R67,26926101,TECHNICO INDUSTRIES LTD                 ,0,HINGE TRUNK LID     ,960,4C,0.369,153.24,0.144,1140,490,660,CAR-S*3565
904019323RT,904019323R,67,904019323R67,26926101,TECHNICO INDUSTRIES LTD                 ,0,HINGE TRUNK LID     ,960,4C,0.369,154.56,0.136,1140,490,660,CAR-S*3565
904500204RE,904500204R,60,904500204R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,STAB-TRUNK DOOR     ,10,9,0,1.73,0.173,600,400,300,CAR-G*09--
904504093RE,904504093R,66,904504093R66,268381SP,SUSPA                                   ,AS1,STAY ASSY BACK DOOR ,20,11,0,3.58,0.179,600,400,200,CAR-G*11--
904505124RB,904505124R,66,904505124R66,270697,NISSAN MOTORS INDIA P LTD               ,SR1,STAB-TRUNK DOOR     ,4,40,0.005,0.376,0.069,300,200,90,CAR-G*40--
904582572RD,904582572R,64,904582572R64,424797,JBM AUTO LIMITED                        ,0,SUPPORT G ARTC      ,300,YF,0.012,10.097,0.032,355,270,120,CAR-S-3958
904597108RD,904597108R,64,904597108R64,424797,JBM AUTO LIMITED                        ,0,REINF ASSY-LH STRUT ,300,YF,0.012,10.097,0.032,355,270,120,CAR-S-3958
905026142R6,905026142R,71,905026142R71,279776,MAGNA CLOSURES                          ,0, LOCK-TRUNK DOOR    ,648,6K,1.157,237.544,0.328,1180,1140,860,CAR-S*3803
905032293RE,905032293R,60,905032293R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,LOCK-TRUNK LID      ,66,40,0.005,20.89,0.315,300,200,90,CAR-G*40--
905032293RE,905032293R,66,905032293R66,288158SP,IFB AUTOMOTIVE INDIA                    ,SR1,LOCK-TRUNK LID      ,66,40,0.005,20.89,0.315,300,200,90,CAR-G*40--
905033504RE,905033504R,60,905033504R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,LOCK-TRUNK LID      ,10,40,0.005,3.35,0.325,300,200,90,CAR-G*40--
905036543RE,905036543R,60,905036543R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,JAY USHIN LTD       ,56,13,0.024,1.67,0.025,400,300,200,CAR-G*13--
905036543RE,905036543R,66,905036543R66,288159,JAY USHIN LTD                           ,0,JAY USHIN LTD       ,56,13,0.024,1.67,0.025,400,300,200,CAR-G*13--
905064313RE,905064313R,60,905064313R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,ROD-TRUNK LID OTR LO,8,40,0.005,0.132,0.004,300,200,90,CAR-G*40--
905064313RE,905064313R,66,905064313R66,268281SP,PRECISION TECH ENTERPRISES              ,SR1,ROD-TRUNK LID OTR LO,8,40,0.005,0.132,0.004,300,200,90,CAR-G*40--
905120073RE,905120073R,60,905120073R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,CABLE ASSY-BACK DOOR,20,40,0.005,2.24,0.107,300,200,90,CAR-G*40--
905120073RE,905120073R,66,905120073R66,268282SP,HILEX INDIA P LTD                       ,SR1,CABLE ASSY-BACK DOOR,20,40,0.005,2.24,0.107,300,200,90,CAR-G*40--
905124188RE,905124188R,60,905124188R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,CABLE LID-TRUNK I   ,40,40,0.005,4.02,0.098,300,200,90,CAR-G*40--
905126251RE,905126251R,60,905126251R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,CABLE ASSY TRUNK LID,40,40,0.005,6.9,0.17,300,200,90,CAR-G*40--
905126251RE,905126251R,66,905126251R66,268282SP,HILEX INDIA P LTD                       ,SR1,CABLE ASSY TRUNK LID,40,40,0.005,6.9,0.17,300,200,90,CAR-G*40--
905127418RE,905127418R,60,905127418R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,CABLE LID-TRUCK INR ,5,--,1.422,29.93,0.286,1450,1140,860,CAR-S*2992
905127418RE,905127418R,66,905127418R66,268282SP,HILEX INDIA P LTD                       ,SR1,CABLE LID-TRUCK INR ,5,--,1.422,29.93,0.286,1450,1140,860,CAR-S*2992
905701173RE,905701173R,60,905701173R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,GACHE PORTE COFFRE  ,87,40,0.005,8.974,0.102,300,200,90,CAR-G*40--
905701173RE,905701173R,66,905701173R66,288158SP,IFB AUTOMOTIVE INDIA                    ,SR1,GACHE PORTE COFFRE  ,87,40,0.005,8.974,0.102,300,200,90,CAR-G*40--
905706540RD,905706540R,60,905706540R60,279776,MAGNA CLOSURES                          ,0,STRICKER TRUNK DOOR ,120,YS,0.019,11.495,0.09,545,355,100,CAR-S-3982
906002009RD,906002009R,70,906002009R70,279776,MAGNA CLOSURES                          ,0,LOCK-TRUNK DOOR     ,1980,KD,3.373,788,0.3,2270,1170,1270,CKD---1HC5
906002009RE,906002009R,60,906002009R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,LOCK-TRUNK DOOR     ,5,40,0.005,0.95,0.17,300,200,90,CAR-G*40--
906003206RE,906003206R,60,906003206R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,KEY TRANSPONDER     ,25,14,0.018,2.12,0.076,400,300,150,CAR-G*14--
906003206RE,906003206R,66,906003206R66,288159SP,JAY USHIN LTD                           ,AS1,KEY TRANSPONDER     ,25,14,0.018,2.12,0.076,400,300,150,CAR-G*14--
906006075RE,906006075R,60,906006075R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,LOCK-TRUNK DOOR     ,2,40,0.005,0.746,0.323,300,200,90,CAR-G*40--
908103HN0HH,908103HN0H,HB,908103HN0HHB,008AG6  ,TOYODA GOSEI SOUTH INDIA PVT LTD        ,NIS,FIN BACK DOOR       ,152,I1,0.068,3.942,0.016,560,380,320,NIS---DC10
908304580RB,908304580R,66,908304580R66,270697,NISSAN MOTORS INDIA P LTD               ,SR1,"STRIP-SEAL, TRUNK DO",2,40,0.005,0.238,0.069,300,200,90,CAR-G*40--
